 Cities,Cloudiness,Country,Date,Humidity,Lat,Lng,Max_Temp,Wind_Speed
cabanas,40,CU,1594945736,74,22.98,-82.92,82.4,5.82
minas,67,UY,1594945736,100,-34.38,-55.24,48.99,3.36
nizhniy kuranakh,19,RU,1594945539,59,58.84,125.49,78.87,1.77
east london,1,ZA,1594945736,37,-33.02,27.91,57.54,5.37
sandwick,100,GB,1594945737,100,60,-1.25,53.6,11.41
constantine,0,DZ,1594945737,77,36.37,6.61,64.4,3.62
lebu,100,CL,1594945737,89,-37.62,-73.65,53.06,21.32
palabuhanratu,,,,,,,,
houma,40,US,1594945490,94,29.6,-90.72,75.99,4.81
atar,13,MR,1594945738,19,20.52,-13.05,90.61,9.31
mys shmidta,,,,,,,,
vidim,51,RU,1594945738,87,56.41,103.11,51.12,9.6
dingle,25,PH,1594945738,79,11,122.67,82.65,0.49
hithadhoo,97,MV,1594945739,69,-0.6,73.08,84.16,6.31
tchaourou,100,BJ,1594945739,98,8.89,2.6,70.36,2.98
chapais,90,CA,1594945739,93,49.78,-74.85,66.2,10.29
calbuco,90,CL,1594945739,87,-41.77,-73.13,51.8,16.11
owando,89,CG,1594945739,93,-0.48,15.9,71.69,3
yulara,0,AU,1594945740,40,-25.24,130.99,51.8,8.05
kochinda,97,IN,1594945740,89,21.73,84.35,77.97,4.47
saleaula,,,,,,,,
cabedelo,28,BR,1594945740,94,-6.98,-34.83,73.4,6.93
grand river south east,,,,,,,,
yeletskiy,,,,,,,,
saint george,1,US,1594945537,11,37.1,-113.58,102.99,16.11
waddan,0,LY,1594945741,26,29.16,16.14,84.61,7.11
arraial do cabo,30,BR,1594945742,67,-22.97,-42.03,68.4,13.2
katsuura,75,JP,1594945742,94,35.13,140.3,68,6.93
coronado,20,US,1594945742,60,32.69,-117.18,77,11.41
muros,79,ES,1594945462,59,42.78,-9.06,66.99,5.01
lenart,100,SI,1594945743,93,46.58,15.83,61,3.36
owensboro,1,US,1594945741,74,37.77,-87.11,81,3.36
andenes,99,NO,1594945743,93,69.31,16.12,51.8,5.82
krasnoselkup,50,RU,1594945743,76,65.7,82.47,50.09,17.2
maldonado,41,UY,1594945743,100,-34.67,-54.92,48.99,3.36
mangan,100,IN,1594945744,61,27.52,88.53,76.19,1.21
kanigiri,98,IN,1594945744,78,15.4,79.52,79.59,5.41
pevek,100,RU,1594945516,98,69.7,170.31,38.84,3.04
ballina,90,AU,1594945744,58,-28.87,153.57,63,10.29
cortez,1,US,1594945575,22,37.35,-108.59,87.8,4.7
skjervoy,97,NO,1594945745,74,70.03,20.97,54.66,7.87
sao geraldo do araguaia,15,BR,1594945745,51,-6.4,-48.55,78.78,2.04
alofi,40,NU,1594945745,69,-19.06,-169.92,78.8,10.29
dikson,71,RU,1594945465,93,73.51,80.55,41.04,5.35
la asuncion,41,VE,1594945746,78,11.03,-63.86,82.4,11.41
olga,3,RU,1594945746,65,43.74,135.29,76.23,4.65
avera,1,US,1594945746,62,33.19,-82.53,86,6.93
nuuk,14,GL,1594945746,71,64.18,-51.72,53.6,6.93
beringovskiy,96,RU,1594945746,81,63.05,179.32,51.82,5.03
sur,68,OM,1594945747,71,22.57,59.53,83.8,9.91
tongliao,83,CN,1594945747,51,43.61,122.27,83.5,16.58
hamilton,20,US,1594945463,65,39.18,-84.53,82.4,8.05
chuy,75,UY,1594945747,91,-33.7,-53.46,47.28,4.9
sorvag,,,,,,,,
agadez,5,NE,1594945748,39,19.75,10.25,86.09,9.04
dvorichna,98,UA,1594945748,86,49.85,37.69,60.21,3.89
bilma,95,NE,1594945748,34,18.69,12.92,89.38,1.92
cherskiy,0,RU,1594945748,47,68.75,161.3,56.3,6.69
ust-ilimsk,95,RU,1594945749,94,58,102.66,53.8,11.03
krabi,20,TH,1594945749,100,8.07,98.91,80.01,2.24
harper,73,LR,1594945749,80,4.38,-7.72,74.43,8.61
khatanga,100,RU,1594945510,70,71.97,102.5,47.89,17.72
hacari,85,CO,1594945750,87,8.32,-73.15,68.2,2.55
ilulissat,57,GL,1594945750,76,69.22,-51.1,48.2,2.24
pontes e lacerda,0,BR,1594945750,38,-15.23,-59.34,75.27,2.62
fairbanks,90,US,1594945534,59,64.84,-147.72,66.99,4.7
thunder bay,75,CA,1594945646,88,48.4,-89.32,66.2,4.7
sakakah,0,SA,1594945751,11,29.97,40.21,89.6,5.82
camacha,20,PT,1594945751,83,33.08,-16.33,69.8,5.82
karamay,,,,,,,,
mpraeso,44,GH,1594945751,100,6.59,-0.73,67.37,2.21
barranca,25,PE,1594945752,87,-10.75,-77.77,59.13,5.91
goundi,100,TD,1594945752,96,9.36,17.37,71.15,2.48
biryusinsk,94,RU,1594945752,95,55.96,97.82,56.32,11.95
indianola,20,US,1594945752,54,41.36,-93.56,84,8.05
nizhneyansk,,,,,,,,
olinda,40,BR,1594945554,69,-8.01,-34.86,78.8,10.29
tuxpan,75,MX,1594945753,58,19.55,-103.4,86,6.93
katha,,,,,,,,
tiksi,28,RU,1594945753,82,71.69,128.87,38.8,22.32
stornoway,100,GB,1594945753,87,58.21,-6.39,54,8.05
scarborough,87,GB,1594945754,89,54.28,-0.4,60.01,1.01
petropavlovsk-kamchatskiy,40,RU,1594945754,88,53.05,158.65,62.6,6.71
darbhanga,66,IN,1594945687,80,26.17,85.9,83.08,7.29
hihifo,,,,,,,,
garden city,90,US,1594945754,78,42.33,-83.33,78.01,10.29
sinnar,99,SD,1594945755,62,13.57,33.57,81.1,17.92
piracuruca,15,BR,1594945755,60,-3.93,-41.71,76.17,1.72
beruni,,,,,,,,
tabiauea,,,,,,,,
voh,18,NC,1594945755,45,-20.97,164.7,72.64,6.13
mareeba,23,AU,1594945756,43,-17,145.43,71.6,9.17
inhambane,30,MZ,1594945756,73,-23.86,35.38,64,11.12
sumter,40,US,1594945660,81,28.71,-82.08,87.01,1.99
tukums,99,LV,1594945756,93,56.97,23.16,53.6,4.03
peleduy,67,RU,1594945756,80,59.63,112.74,57.67,6.53
vestmannaeyjar,75,IS,1594945757,93,63.44,-20.27,50,11.41
atherton,27,GB,1594945757,83,53.52,-2.49,64,1.99
port elizabeth,14,ZA,1594945751,100,-33.92,25.57,42.8,4.7
leeton,90,AU,1594945757,100,-34.57,146.4,39.2,3.36
rocha,59,UY,1594945758,89,-34.48,-54.33,44.71,5.97
ust-bolsheretsk,,,,,,,,
bud,90,US,1594945758,78,39.45,-86.18,77,6.51
caravelas,68,BR,1594945758,73,-17.71,-39.25,72.37,10.83
neuenhagen,36,DE,1594945759,94,52.53,13.69,62.01,5.79
melo,71,UY,1594945759,94,-32.37,-54.18,45.48,5.73
ahipara,100,NZ,1594945759,87,-35.17,173.17,60.71,10.31
ajaccio,5,FR,1594945759,82,42,8.92,66.2,5.82
zheshart,61,RU,1594945759,96,62.07,49.57,60.48,3.56
nanortalik,25,GL,1594945760,62,60.14,-45.24,49.12,10.49
panaba,62,MX,1594945760,82,21.28,-88.27,81.77,13.96
lavrentiya,99,RU,1594945516,76,65.58,-171,51.71,3.87
fukue,20,JP,1594945760,78,32.69,128.84,77,8.05
esperance,75,AU,1594945752,100,-33.87,121.9,57.2,14.99
yahotyn,89,UA,1594945761,87,50.28,31.76,53.6,4.81
saint-ambroise,90,CA,1594945761,59,48.55,-71.33,69.01,17.22
hun,0,LY,1594945761,25,29.13,15.95,85.53,9.26
kayerkan,75,RU,1594945762,87,69.35,87.76,50,17.9
veselynove,47,UA,1594945762,69,47.36,31.23,65.01,8.68
filadelfia,75,US,1594945507,69,39.95,-75.16,75,12.75
menongue,0,AO,1594945762,51,-14.66,17.69,48.85,7.34
slovenska bistrica,100,SI,1594945762,93,46.39,15.57,61,3.36
nantucket,20,US,1594945763,82,41.28,-70.1,63,4.7
kungurtug,71,RU,1594945763,55,50.6,97.52,51.98,0.74
todos santos,1,MX,1594945763,74,23.45,-110.22,82,3
khandyga,29,RU,1594945763,40,62.67,135.6,77.77,2.13
nuevitas,47,CU,1594945764,70,21.55,-77.26,84.2,14.99
mangrol,92,IN,1594945764,81,21.12,70.12,82.04,3
sisimiut,56,GL,1594945553,76,66.94,-53.67,48.51,1.39
san felipe,88,VE,1594945764,90,10.34,-68.74,73.51,1.43
samur,2,RU,1594945764,61,41.83,48.49,74.25,4.94
bose,39,IT,1594945765,64,45.46,8.01,68,5.99
mehamn,82,NO,1594945765,82,71.04,27.85,52.54,1.95
sharjah,1,AE,1594945537,46,25.36,55.4,96.8,5.82
kenai,90,US,1594945761,67,60.55,-151.26,68,13.87
chernyshevskiy,33,RU,1594945765,68,63.01,112.47,60.08,8.03
kongolo,75,CD,1594945766,42,-5.38,27,70.47,5.41
bubaque,100,GW,1594945766,84,11.28,-15.83,79.84,24.76
mindelo,75,CV,1594945766,69,16.89,-24.98,77,10.29
yuci,40,CN,1594945766,78,37.68,112.73,71.6,4.47
cockburn town,60,TC,1594945766,79,21.46,-71.14,82.56,16.82
ostrovnoy,0,RU,1594945767,70,68.05,39.51,47.43,5.32
los llanos de aridane,3,ES,1594945767,78,28.66,-17.92,71.6,10.29
viligili,,,,,,,,
kangavar,0,IR,1594945767,59,34.5,47.97,62.87,2.77
kokkola,20,FI,1594945768,93,63.84,23.13,59,1.12
altay,9,CN,1594945768,41,47.87,88.12,70.61,7.02
carnarvon,75,AU,1594945588,100,-24.87,113.63,62.6,12.75
takoradi,84,GH,1594945768,90,4.88,-1.76,73.76,6.06
te anau,37,NZ,1594945769,68,-45.42,167.72,40.53,1.12
pacific grove,1,US,1594945762,68,36.62,-121.92,70,14.99
kuusamo,0,FI,1594945769,87,65.97,29.18,48.2,3.36
jijiga,100,ET,1594945769,71,9.35,42.8,61.27,17.9
west des moines,20,US,1594945769,54,41.57,-93.75,84,8.05
grand gaube,1,MU,1594945770,81,-20.01,57.66,66,3
samarina,8,RU,1594945770,93,57.89,27.81,48.2,2.24
kalabo,0,ZM,1594945770,63,-14.97,22.68,52.3,8.19
batagay-alyta,99,RU,1594945770,80,67.8,130.41,46.8,3.09
marsa matruh,40,EG,1594945771,78,31.35,27.25,75.2,12.75
mogadishu,100,SO,1594945771,77,2.04,45.34,77.16,20.58
alugan,36,PH,1594945771,70,12.22,125.48,85.33,7.16
pa sang,20,TH,1594945771,74,18.53,98.94,82.4,2.24
warrnambool,0,AU,1594945578,97,-38.38,142.48,39,4
port augusta,0,AU,1594945772,62,-32.5,137.77,55.4,6.93
oda,75,JP,1594945772,78,35.18,132.5,77,12.75
kaitong,59,CN,1594945772,63,44.81,123.15,80.13,15.39
topeka,1,US,1594945540,69,39.05,-95.68,84.2,8.05
havoysund,92,NO,1594945772,76,71,24.66,55.4,3.36
kirakira,11,SB,1594945773,63,-10.45,161.92,85.3,5.03
princeton,20,US,1594945773,70,25.54,-80.41,86,10.29
kathu,20,TH,1594945773,94,7.92,98.33,84,2.24
iskateley,47,RU,1594945773,85,67.68,53.15,45,8.48
kosmynino,90,RU,1594945774,100,57.58,40.76,59,6.71
marquette,2,US,1594945774,48,46.53,-87.63,79,4
witu,72,KE,1594945774,68,-2.39,40.44,75.72,15.86
ugoofaaru,100,MV,1594945774,77,5.67,73,83.93,11.81
sinop,96,TR,1594945774,91,41.77,34.87,63.3,2.48
san policarpo,33,PH,1594945771,70,12.18,125.51,85.42,7.47
kaitangata,8,NZ,1594945775,58,-46.28,169.85,46,11.01
grand-santi,100,GF,1594945775,88,4.25,-54.38,75.2,3.44
teguldet,27,RU,1594945775,85,57.31,88.17,55.38,6.62
kulhudhuffushi,98,MV,1594945776,76,6.62,73.07,84.38,14.7
bandarbeyla,45,SO,1594945776,57,9.49,50.81,82.31,26.22
portland,20,US,1594945759,47,45.52,-122.68,84.99,13.87
severka,20,RU,1594945776,72,56.87,60.3,66.2,4.47
delta del tigre,3,UY,1594945776,70,-34.76,-56.39,48.2,8.05
lajedo,44,BR,1594945777,96,-8.66,-36.32,62.74,9.75
pleasant point,94,NZ,1594945777,82,-44.27,171.13,43,4
luau,7,AO,1594945777,45,-10.71,22.22,59.67,9.19
bambanglipuro,2,ID,1594945777,86,-7.95,110.28,75.72,3.96
korla,0,CN,1594945778,79,41.76,86.15,73.99,3
ojinaga,1,MX,1594945778,16,29.57,-104.42,102.2,12.75
mahibadhoo,100,MV,1594945778,75,3.78,72.97,83.89,6.53
touros,90,BR,1594945778,100,-5.2,-35.46,71.6,9.17
moram,98,IN,1594945778,90,17.8,76.47,70.09,13.27
haapiti,20,PF,1594945779,69,-17.57,-149.87,82.4,10.29
tilichiki,100,RU,1594945779,97,60.47,166.1,51.89,1.45
puerto colombia,40,CO,1594945779,83,10.99,-74.95,82.4,10.29
suntar,100,RU,1594945779,95,62.14,117.63,55.83,4.43
higuey,,,,,,,,
vila velha,75,BR,1594945780,88,-20.33,-40.29,66.2,2.24
kushmurun,0,KZ,1594945780,58,52.45,64.63,67.53,8.01
mizdah,1,LY,1594945780,51,31.45,12.98,75.24,5.23
fort oglethorpe,40,US,1594945581,46,34.95,-85.26,93.2,5.82
adrar,9,MR,1594945780,28,20.5,-10.07,89.44,10.74
berezovka,3,BY,1594945781,91,53.72,25.5,55.89,4.21
nishihara,75,JP,1594945751,94,26.18,127.76,77,4.7
bengkulu,72,ID,1594945781,87,-3.8,102.27,76.66,4.9
bahar,0,IR,1594945781,57,34.91,48.44,61.32,5.19
pangkalanbuun,32,ID,1594945781,93,-2.68,111.62,76.12,3.02
diamantino,0,BR,1594945782,29,-14.41,-56.45,75.36,4.09
kefamenanu,51,ID,1594945782,79,-9.45,124.48,73.13,3.74
vao,56,NC,1594945782,64,-22.67,167.48,69.17,15.28
bathsheba,40,BB,1594945782,69,13.22,-59.52,82.4,18.34
mount isa,1,AU,1594945783,23,-20.73,139.5,64.4,14.99
valkeala,0,FI,1594945783,93,60.94,26.8,55.4,4.7
luderitz,0,NA,1594945783,13,-26.65,15.16,77,27.51
kokopo,21,PG,1594945783,69,-4.35,152.26,83.59,3.85
bilibino,100,RU,1594945527,86,68.05,166.44,47.32,0.56
jibuti,40,DJ,1594945784,34,11.5,42.5,93.2,6.93
vikhorevka,75,RU,1594945784,93,56.12,101.16,51.8,11.18
charlestown,95,AU,1594945784,78,-32.95,151.67,57.99,1.99
acapulco,75,MX,1594945628,74,16.86,-99.89,86,2.24
sayabec,,,,,,,,
nyurba,99,RU,1594945785,96,63.28,118.33,57.24,5.3
champerico,75,GT,1594945785,70,14.3,-91.92,87.8,6.93
the valley,40,AI,1594945727,78,18.22,-63.06,82.4,9.17
hailar,77,CN,1594945785,80,49.2,119.7,71.02,3.6
bitung,20,ID,1594945785,88,1.45,125.18,80.6,2.24
pine bluff,1,US,1594945786,70,34.23,-92,89.6,6.93
toyooka,75,JP,1594945786,88,35.53,134.83,73.4,3.36
changji,0,CN,1594945786,36,44.02,87.32,78.8,8.95
port said,20,EG,1594945786,78,31.26,32.28,77,13.87
huarmey,8,PE,1594945786,82,-10.07,-78.15,61.23,6.55
kontagora,83,NG,1594945787,97,10.4,5.47,70.27,3.74
alcaniz,66,ES,1594945787,66,41.05,-0.13,64,12.21
mahon,0,ES,1594945787,82,39.89,4.27,66.2,6.2
vaitape,84,PF,1594945566,84,-16.52,-151.75,77.63,16.26
constitucion,100,CL,1594945751,87,-35.33,-72.42,52.39,8.14
storm lake,1,US,1594945788,61,42.64,-95.21,82.4,6.93
lompoc,8,US,1594945772,64,34.64,-120.46,68,11.41
fomboni,35,KM,1594945788,77,-12.28,43.74,75.65,25.57
ingham,1,US,1594945788,94,42.6,-84.38,77,5.86
victoria,95,HK,1594945783,86,22.29,114.16,84,12.15
yelizovo,40,RU,1594945789,88,53.19,158.38,62.6,6.71
myitkyina,100,MM,1594945789,97,25.38,97.4,75.04,1.03
muisne,75,EC,1594945789,85,0.6,-80.03,76.17,4.94
carlisle,93,US,1594945789,90,40.2,-77.19,75.99,11.56
santiago del estero,0,AR,1594945790,63,-27.8,-64.26,55.53,1.43
komsomolskiy,20,UZ,1594945790,36,40.43,71.72,77,2.24
worland,1,US,1594945790,10,44.02,-107.96,93.99,6.93
ritchie,0,ZA,1594945790,50,-29.04,24.6,28.4,3.51
benjamin hill,10,MX,1594945791,43,30.17,-111.1,96.01,10
santa cruz,20,BO,1594945791,83,-17.8,-63.17,73.4,5.82
ostersund,11,SE,1594945791,72,63.18,14.64,60.8,11.41
