City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max_Temp,Wind_Speed
san carlos de bariloche,75,AR,1595196582,81,-41.15,-71.31,42.8,4.7
port macquarie,0,AU,1595196661,98,-31.43,152.92,48.99,6.55
atuona,19,PF,1595196586,72,-9.8,-139.03,79.7,15.46
biak,66,ID,1595196661,82,-0.91,122.88,76.69,7.25
punta arenas,75,CL,1595196590,69,-53.15,-70.92,35.6,8.05
chokurdakh,59,RU,1595196526,45,70.63,147.92,71.8,16.75
rolim de moura,,,,,,,,
bolungarvik,,,,,,,,
provideniya,75,RU,1595196662,66,64.38,-173.3,53.6,6.71
codrington,64,AU,1595196594,79,-38.27,141.97,50.56,12.95
marystown,9,CA,1595196662,85,47.17,-55.15,61.14,13.53
faanui,64,PF,1595196567,83,-16.48,-151.75,77.14,20.47
yulara,90,AU,1595196663,76,-25.24,130.99,53.6,10.29
russell,1,US,1595196663,35,32.35,-85.2,98.6,3.36
tsihombe,,,,,,,,
northport,90,US,1595196664,50,33.23,-87.58,95,6.93
barrow,40,US,1595196530,74,71.29,-156.79,37.4,9.17
khargupur,100,IN,1595196664,93,27.38,81.98,78.24,9.44
tari,6,NG,1595196664,65,12.41,4.49,81.19,7.07
burica,,,,,,,,
saskylakh,47,RU,1595196581,72,71.92,114.08,54.72,10.27
albany,53,US,1595196349,43,42.6,-73.97,93,6.04
severo-kurilsk,100,RU,1595196665,89,50.68,156.12,51.24,10.18
davila,20,PH,1595196665,94,18.47,120.58,77,3.36
nanning,97,CN,1595196666,79,22.82,108.32,84.2,4.47
oriximina,19,BR,1595196666,58,-1.77,-55.87,82.65,3.42
guiratinga,0,BR,1595196666,41,-16.35,-53.76,74.46,4.65
castro,26,BR,1595196529,88,-24.79,-50.01,59.18,3.49
asyut,2,EG,1595196666,45,27.18,31.18,82.4,6.93
paita,6,PE,1595196585,78,-5.09,-81.11,64.47,17.78
bisira,100,PA,1595196667,100,8.52,-81.71,64.96,1.9
kishapu,46,TZ,1595196667,57,-3.62,33.87,66.11,12.8
katangli,100,RU,1595196576,91,51.71,143.23,56.01,6.2
sandnessjoen,96,NO,1595196667,76,66.02,12.63,55.4,3.36
dikson,100,RU,1595196609,98,73.51,80.55,40.48,14.18
novyy urengoy,62,RU,1595196668,88,66.08,76.63,49.77,14.9
hithadhoo,100,MV,1595196598,78,-0.6,73.08,83.23,17.11
sumbawa,,,,,,,,
mrirt,,,,,,,,
avarua,73,CK,1595196580,78,-21.21,-159.78,75.2,14.99
grand river south east,,,,,,,,
sikasso,99,ML,1595196669,87,10.92,-7,75.13,3.85
zabid,99,YE,1595196669,50,14.2,43.32,88.88,7.36
kamakwie,93,SL,1595196669,97,9.5,-12.23,72.66,5.53
tuktoyaktuk,75,CA,1595196602,81,69.45,-133.04,44.6,3.36
lakatoro,75,VU,1595196670,73,-16.1,167.42,73.4,5.82
mataura,88,NZ,1595196578,83,-46.19,168.86,39,3
barentsburg,,,,,,,,
esperance,90,AU,1595196595,87,-33.87,121.9,48.2,4.7
lamu,44,KE,1595196671,75,-2.27,40.9,75.99,19.1
bellavista,40,PE,1595196671,65,-7.06,-76.59,80.6,5.82
acapulco,90,MX,1595196372,79,16.86,-99.89,86,8.05
amapa,80,BR,1595196618,95,1,-52,73.67,1.66
college,75,US,1595196629,72,64.86,-147.8,69.01,3.36
san patricio,40,MX,1595196588,74,19.22,-104.7,87.8,11.41
salinopolis,61,BR,1595196672,82,-0.61,-47.36,79.61,11.56
touros,20,BR,1595196615,88,-5.2,-35.46,77,6.93
umzimvubu,,,,,,,,
marcona,,,,,,,,
egvekinot,0,RU,1595196673,58,66.32,-179.17,47.57,6.4
anchorage,75,US,1595196673,63,61.22,-149.9,64.99,4.7
sioux lookout,90,CA,1595196673,93,50.1,-91.92,53.6,14.99
busembatia,70,UG,1595196674,71,0.77,33.61,63.28,1.97
ornskoldsvik,79,SE,1595196630,87,63.29,18.72,59,3.36
port elizabeth,0,ZA,1595196585,100,-33.92,25.57,53.6,4.7
faya,40,SA,1595196593,53,18.39,42.45,73.4,4.7
bluff,89,NZ,1595196587,83,-46.6,168.33,39,3
amderma,,,,,,,,
hermanus,2,ZA,1595196581,96,-34.42,19.23,52,1.99
vilyuysk,100,RU,1595196675,91,63.76,121.62,59.9,10.22
marugame,75,JP,1595196675,94,34.28,133.78,79,5.82
ivesti,60,RO,1595196676,79,45.68,27.52,66.09,12.19
tena,75,EC,1595196676,83,-0.98,-77.82,71.6,5.82
camrose,100,CA,1595196676,50,53.02,-112.84,72,11.01
lasa,40,IT,1595196575,72,46.62,10.7,60.8,3.36
lamar,40,US,1595196676,44,33.67,-95.58,96.01,6.93
birao,100,CF,1595196677,92,10.28,22.79,70.97,2.21
port alfred,0,ZA,1595196559,77,-33.59,26.89,60.37,8.3
nelson bay,8,AU,1595196677,76,-32.72,152.15,54,20.8
jacksonville,20,US,1595196579,59,30.33,-81.66,91.99,13.87
lebu,1,CL,1595196532,88,-37.62,-73.65,52.34,11.77
vaini,90,TO,1595196600,94,-21.2,-175.2,68,6.93
georgetown,40,MY,1595196601,100,5.41,100.34,78.8,4.97
we,,,,,,,,
teofilo otoni,100,BR,1595196678,88,-17.86,-41.51,66.18,4.29
itupiranga,49,BR,1595196679,43,-5.13,-49.33,89.6,3.36
raga,100,SS,1595196679,94,8.46,25.68,67.66,3.78
samusu,,,,,,,,
soyo,43,AO,1595196679,92,-6.13,12.37,71.46,4.36
harnosand,55,SE,1595196679,100,62.63,17.94,63,2.24
ozernovskiy,99,RU,1595196680,91,51.5,156.52,50.99,11.27
komsomolskiy,24,UZ,1595196680,33,40.43,71.72,77,9.17
ribeira grande,69,PT,1595196680,75,38.52,-28.7,69.39,4.7
vaitupu,,,,,,,,
arraial do cabo,0,BR,1595196603,83,-22.97,-42.03,71.6,16.11
inuvik,75,CA,1595196681,66,68.35,-133.72,50,2.68
salta,4,AR,1595196681,40,-24.79,-65.41,73.4,3.36
saint-philippe,75,RE,1595196625,72,-21.36,55.77,66.2,16.11
ponta do sol,20,PT,1595196681,64,32.67,-17.1,71.6,6.93
kuah,20,MY,1595196682,94,6.33,99.84,78.8,2.24
vila velha,75,BR,1595196389,94,-20.33,-40.29,69.8,3.36
alofi,99,NU,1595196580,74,-19.06,-169.92,78.8,10.29
kavieng,34,PG,1595196583,75,-2.57,150.8,82.35,8.12
port blair,99,IN,1595196682,78,11.67,92.75,80.71,2.59
inirida,87,CO,1595196683,91,3.87,-67.92,79.39,1.54
tabuk,1,PH,1595196683,85,17.42,121.44,73.15,3.83
dayong,100,CN,1595196683,83,25.02,118.29,82.4,6.71
charters towers,85,AU,1595196683,84,-20.1,146.27,59.13,4.34
ngukurr,,,,,,,,
qaanaaq,99,GL,1595196588,69,77.48,-69.36,47.59,1.74
hasaki,75,JP,1595196684,94,35.73,140.83,75.99,4.7
te anau,100,NZ,1595196576,86,-45.42,167.72,43.81,1.34
kandrian,43,PG,1595196684,87,-6.22,149.55,79.02,9.06
boende,67,CD,1595196685,79,-0.22,20.87,72.21,1.07
tabulbah,,,,,,,,
matara,87,LK,1595196685,87,5.95,80.54,78.12,8.01
ambilobe,20,MG,1595196581,67,-13.2,49.05,67.28,5.59
smithers,40,CA,1595196686,52,54.78,-127.17,69.8,4.7
kurilsk,71,RU,1595196623,89,45.23,147.88,58.41,2.24
siva,0,EG,1595196686,48,29.2,25.52,79.7,11.48
manggar,88,ID,1595196686,81,-2.88,108.27,80.91,10.45
antalya,0,TR,1595196686,83,36.77,30.72,78.8,3.83
saint-augustin,60,CA,1595196686,52,51.23,-58.65,74.75,12.24
takehara,75,JP,1595196687,94,34.34,132.92,75.2,3.36
leningradskiy,55,RU,1595196687,73,69.38,178.42,39.85,6.85
pevek,0,RU,1595196594,56,69.7,170.31,47.08,5.06
swidwin,100,PL,1595196687,75,53.77,15.78,66,7.72
akdepe,0,TM,1595196688,41,42.06,59.38,86,4.7
honiara,75,SB,1595196621,88,-9.43,159.95,77,2.62
san andres,40,CO,1595196688,70,12.58,-81.7,87.8,11.41
moroni,76,KM,1595196688,69,-11.7,43.26,74.37,8.86
qeshm,3,IR,1595196689,71,26.96,56.27,93.2,6.93
jiayuguan,99,CN,1595196689,23,39.82,98.3,70.07,1.61
tuatapere,94,NZ,1595196689,83,-46.13,167.68,39,3
tasiilaq,0,GL,1595196689,76,65.61,-37.64,50,9.17
bethel,1,US,1595196530,52,41.37,-73.41,90,12.75
yaring,37,TH,1595196690,88,6.87,101.37,78.12,4.27
arman,84,RU,1595196690,58,59.7,150.17,62.17,6.58
yar-sale,0,RU,1595196690,86,66.83,70.83,46.6,8.41
khatanga,97,RU,1595196593,78,71.97,102.5,51.62,4.14
jiaojiang,99,CN,1595196690,95,28.68,121.44,82.99,5.46
port hedland,0,AU,1595196691,63,-20.32,118.57,60.8,10.29
haines junction,100,CA,1595196589,44,60.75,-137.51,65.91,8.95
nome,75,US,1595196585,62,64.5,-165.41,55.4,5.82
gairo,40,IT,1595196691,88,39.85,9.5,75.2,10.29
duzici,,,,,,,,
lorengau,70,PG,1595196588,72,-2.02,147.27,82.81,8.23
beira,20,MZ,1595196692,83,-19.84,34.84,69.8,8.05
waipawa,93,NZ,1595196584,81,-41.41,175.52,54,6.93
novikovo,39,RU,1595196692,86,51.15,37.89,59.54,2.66
vagur,75,FO,1595196692,80,61.47,-6.81,49.32,13.11
phulji,49,PK,1595196693,53,26.88,67.68,94.69,15.5
grand gaube,43,MU,1595196693,69,-20.01,57.66,68,8.01
saldanha,0,ZA,1595196693,87,-33.01,17.94,48.2,2.24
alugan,69,PH,1595196693,77,12.22,125.48,81.75,3.4
nuuk,67,GL,1595196695,36,64.18,-51.72,60.8,4.7
kruisfontein,0,ZA,1595196618,44,-34,24.73,52.34,4.45
mergui,,,,,,,,
elko,1,US,1595196695,9,41,-115.5,96.8,5.82
port hawkesbury,90,CA,1595196696,83,45.62,-61.35,77,4.7
carbonia,0,IT,1595196696,78,39.17,8.52,75.99,2.24
tokur,97,RU,1595196697,76,53.13,132.9,69.17,3
san lawrenz,20,MT,1595196697,83,36.06,14.2,77,5.82
half moon bay,90,US,1595196607,77,37.46,-122.43,75,6.93
saleaula,,,,,,,,
pudozh,0,RU,1595196698,63,61.81,36.53,56.95,3.36
cacapava do sul,20,BR,1595196698,99,-30.51,-53.49,64.89,4.56
bonthe,100,SL,1595196698,88,7.53,-12.51,76.68,8.97
gizo,14,SB,1595196699,75,-8.1,156.84,81.41,4.68
marzuq,35,YE,1595196596,50,14.4,46.47,77.92,3.53
mabay,100,PH,1595196699,80,6.06,124.47,77.97,4.7
grand baie,24,MU,1595196616,69,-20.02,57.58,68,8.01
mahibadhoo,100,MV,1595196700,80,3.78,72.97,81.54,24.99
petropavlovsk-kamchatskiy,27,RU,1595196596,72,53.05,158.65,62.6,4.47
kavaratti,100,IN,1595196623,80,10.57,72.64,81.3,14.56
borba,53,BR,1595196701,61,-4.39,-59.59,82.18,1.97
banjar,75,ID,1595196701,100,-8.19,114.97,78.8,13.87
haldensleben,75,DE,1595196702,76,52.29,11.41,68,6.24
santa maria,56,BR,1595196545,74,-29.68,-53.81,71.56,8.48
polunochnoye,55,RU,1595196702,82,60.87,60.42,57.9,8.25
thompson,75,CA,1595196585,36,55.74,-97.86,77,4.7
torbay,20,CA,1595196576,46,47.67,-52.73,73.4,10.29
dukhovnitskoye,0,RU,1595196703,84,52.48,48.21,63.3,4.12
shubarshi,0,KZ,1595196703,40,48.59,57.19,76.33,6.55
mitsamiouli,65,KM,1595196704,68,-11.38,43.28,76.57,8.43
macenta,47,GN,1595196704,97,8.54,-9.47,68.27,1.74
gongzhuling,100,CN,1595196705,94,43.5,124.82,63.63,3.06
kudahuvadhoo,100,MV,1595196599,77,2.67,72.89,83.05,22.91
baoning,75,CN,1595196705,100,25.34,110.03,75.2,4.47
katsuura,75,JP,1595196608,100,35.13,140.3,78.01,4.7
shingu,100,JP,1595196706,81,33.73,135.98,76.98,4.03
buala,62,SB,1595196631,74,-8.14,159.59,82.26,5.14
san juan de la maguana,75,DO,1595196706,74,18.81,-71.23,86,16.11
attawapiskat,,,,,,,,
nikolskoye,3,RU,1595196614,72,59.7,30.79,64.4,2.24
mar del plata,90,AR,1595196594,100,-38,-57.56,51.8,13.87
vao,8,NC,1595196707,69,-22.67,167.48,69.37,12.97
roma,20,US,1595196546,55,43.21,-75.46,89.6,5.82
longyearbyen,75,SJ,1595196530,87,78.22,15.64,44.6,12.75
luau,0,AO,1595196708,45,-10.71,22.22,56.37,5.1
shimoda,100,JP,1595196590,83,34.67,138.95,77.41,2.42
hvolsvollur,80,IS,1595196709,79,63.75,-20.22,50,8.99
zheshart,0,RU,1595196709,81,62.07,49.57,54.93,6.2
ihosy,14,MG,1595196709,90,-22.4,46.12,52.16,9.95
vanavara,14,RU,1595196530,89,60.34,102.28,46.29,1.7
singaraja,9,ID,1595196346,74,-8.11,115.09,77.88,3.38
kuhdasht,0,IR,1595196545,18,33.53,47.61,75.6,3.98
coquimbo,100,CL,1595196533,82,-29.95,-71.34,57.2,8.05
xihe,64,CN,1595196711,91,31.69,113.47,69.17,0.98
huarmey,91,PE,1595196582,72,-10.07,-78.15,64.96,10.29
whyalla,90,AU,1595196711,81,-33.03,137.58,46.4,3.36
graaff-reinet,0,ZA,1595196711,20,-32.25,24.53,54,1.99
kloulklubed,75,PW,1595196695,94,7.04,134.26,75.2,7.36
nalut,0,LY,1595196612,49,30.33,10.85,78.6,25.37
meyungs,,,,,,,,
sentyabrskiy,,,,,,,,
linfen,0,CN,1595196627,57,36.09,111.52,75.27,1.36
pemba,20,MZ,1595196714,78,-12.97,40.52,73.4,11.41
hastings,72,GB,1595196564,99,50.86,0.57,57,1.99
natal,40,BR,1595196714,83,-5.79,-35.21,78.8,9.17
north bend,1,US,1595196715,77,43.41,-124.22,75.99,26.4
mastic beach,1,US,1595196716,66,40.77,-72.85,84.99,11.41
iqaluit,90,CA,1595196716,100,63.75,-68.51,42.8,8.05
onokhino,20,RU,1595196717,83,56.92,65.54,69.8,8.95
aswan,34,EG,1595196717,15,24.09,32.91,89.31,7.49
sao gotardo,0,BR,1595196717,70,-19.31,-46.05,62.01,1.99
manaure,48,CO,1595196718,58,11.78,-72.44,88.65,13.67
kazbegi,,,,,,,,
zaysan,99,KZ,1595196718,49,47.47,84.87,71.85,6.82
hovd,24,MN,1595196581,65,48.01,91.64,62.49,0.43
xining,97,CN,1595196719,60,36.62,101.77,51.17,2.33
takestan,19,IR,1595196586,67,36.07,49.7,71.64,4.14
pimenta bueno,40,BR,1595196719,43,-11.67,-61.19,83.84,1.86
new london,1,US,1595196459,69,41.36,-72.1,87.01,12.75
tagusao,100,PH,1595196720,77,9.19,117.81,80.01,4.16
cuauhtemoc,73,MX,1595196720,52,28.42,-106.87,75.99,3
chuy,94,UY,1595196586,86,-33.7,-53.46,65.71,7.23
vama,100,RO,1595196720,10,47.57,25.68,64,0.54
pangnirtung,100,CA,1595196721,50,66.15,-65.71,60.73,3.02
cantaura,56,VE,1595196721,71,9.31,-64.36,82.99,2.46
itarema,44,BR,1595196612,76,-2.92,-39.92,77.56,13.42
quibor,83,VE,1595196721,41,9.93,-69.62,93.2,12.75
seoul,90,KR,1595196722,94,37.57,126.98,78.8,20.8
dzhusaly,,,,,,,,
pamyat parizhskoy kommuny,75,RU,1595196722,100,56.1,44.5,61,4.47
la paz,4,BO,1595196722,12,-16.5,-68.15,60.8,9.17
hermiston,1,US,1595196723,23,45.84,-119.29,95,5.82
ritchie,0,ZA,1595196723,28,-29.04,24.6,42.8,6.93
ottawa,75,CA,1595196492,83,45.41,-75.7,81,17.22
khirkiya,70,IN,1595196723,83,22.17,76.86,80.33,9.95
asau,100,RO,1595196719,98,46.43,26.4,60.01,3.13
jaisinghnagar,100,IN,1595196724,83,23.7,81.38,78.66,5.86
aginskoye,100,RU,1595196724,88,51.1,114.53,48.34,20.92
knyaginino,61,RU,1595196724,95,55.82,45.03,57.09,6.35
corat,0,AZ,1595196725,83,40.57,49.71,80.6,2.24
merritt island,75,US,1595196725,70,28.54,-80.67,88,8.05
omaruru,0,NA,1595196725,38,-21.43,15.93,53.35,10.04
askarovo,40,RU,1595196725,82,53.34,58.51,66.2,8.95
bengkulu,42,ID,1595196345,91,-3.8,102.27,75.72,5.39
alamosa,1,US,1595196592,21,37.47,-105.87,80.6,9.17
esil,0,KZ,1595196726,56,51.96,66.4,72.32,6.13
hirara,40,JP,1595196726,88,24.8,125.28,80.6,5.82
gat,0,IL,1595196614,67,31.61,34.76,80.01,2.46
southbridge,31,US,1595196641,51,42.08,-72.03,91.99,3
burkhala,,,,,,,,
formosa do rio preto,38,BR,1595196727,53,-11.05,-45.19,71.73,5.44
victoria,100,HK,1595196533,83,22.29,114.16,84,10
mount gambier,48,AU,1595196728,93,-37.83,140.77,44.6,5.82
liberty,40,US,1595196728,50,31.83,-81.5,95,11.41
ancud,75,CL,1595196728,93,-41.87,-73.82,50,6.93
barabai,58,ID,1595196728,94,-2.58,115.38,72.59,1.57
broken arrow,75,US,1595196728,49,36.05,-95.79,96.01,11.41
taltal,51,CL,1595196729,74,-25.4,-70.48,58.39,1.59
omsukchan,3,RU,1595196729,59,62.53,155.8,59.92,4.14
araouane,37,ML,1595196729,24,18.9,-3.53,98.71,7.23
homer,90,US,1595196729,87,59.64,-151.55,57.2,4.63
valparaiso,75,CL,1595196730,100,-33.04,-71.63,57.2,5.82
krasnoselkup,100,RU,1595196730,77,65.7,82.47,52.65,10.42
qujing,100,CN,1595196730,93,25.48,103.78,59.02,1.1
palmerston,20,AU,1595196731,88,-12.49,130.98,71.01,3.36
roros,100,NO,1595196733,100,62.57,11.38,51.8,3.36
takoradi,7,GH,1595196734,90,4.88,-1.76,75.29,7.29
cap malheureux,33,MU,1595196735,69,-19.98,57.61,68,8.01
luderitz,0,NA,1595196582,26,-26.65,15.16,69.8,9.17
salalah,75,OM,1595196572,88,17.02,54.09,80.6,2.24
melo,100,UY,1595196735,84,-32.37,-54.18,68.58,6.69
ewa beach,75,US,1595196736,55,21.32,-158.01,87.8,6.93
yanan,,,,,,,,
pitimbu,20,BR,1595196736,88,-7.47,-34.81,77,6.93
bathsheba,20,BB,1595196736,62,13.22,-59.52,86,13.87
halifax,100,CA,1595196729,92,44.65,-63.57,69.01,7.38
pisco,37,PE,1595196737,72,-13.7,-76.22,66.2,17.22
gondanglegi,0,ID,1595196737,82,-7.75,112.01,74.84,14.79
reo,44,BF,1595196738,63,12.32,-2.47,82.85,9.95
lichinga,1,MZ,1595196738,87,-13.31,35.24,51.4,8.81
kirakira,11,SB,1595196738,80,-10.45,161.92,80.73,7.61
kushiro,68,JP,1595196739,91,42.98,144.37,64.76,3.71
khor,94,RU,1595196625,92,47.89,134.95,72.14,3.49
paradwip,,,,,,,,
mehamn,100,NO,1595196740,85,71.04,27.85,52.66,6.02
zhangye,100,CN,1595196740,25,38.93,100.45,72.72,3.56
kiruna,96,SE,1595196741,93,67.86,20.23,53.6,4.7
port antonio,75,JM,1595196741,70,18.18,-76.46,86,18.34
aykhal,90,RU,1595196742,100,66,111.5,53.6,8.95
hualmay,49,PE,1595196742,74,-11.1,-77.61,63.97,11.01
saint george,1,US,1595196743,7,37.1,-113.58,107.01,12.75
gamba,71,GA,1595196743,84,-2.65,10,72.64,5.66
chapais,75,CA,1595196743,73,49.78,-74.85,75.2,11.41
hambantota,75,LK,1595196623,100,6.12,81.12,77,4.7
kitimat,69,CA,1595196654,64,54.05,-128.65,73,1.01
tumannyy,,,,,,,,
ouadda,100,CF,1595196723,96,8.08,22.4,65.71,3.74
hervey bay,0,AU,1595196611,92,-25.3,152.85,55.99,5.99
olga,98,RU,1595196745,88,43.74,135.29,63.5,0.74
coalcoman,,,,,,,,
moron,99,AR,1595196745,83,-34.65,-58.62,69.8,4.7
artyk,,,,,,,,
that phanom,100,TH,1595196746,99,16.94,104.71,80.01,3.15
pemangkat,73,ID,1595196746,84,1.17,108.97,75.78,4.34
tete,20,MZ,1595196746,72,-16.16,33.59,68,6.93
nantucket,90,US,1595196449,94,41.28,-70.1,72,10.29
rindal,100,NO,1595196608,87,63.06,9.21,53.6,4.7
mahebourg,40,MU,1595196747,82,-20.41,57.7,68,12.75
tofield,100,CA,1595196747,50,53.37,-112.67,72,11.01
baykit,4,RU,1595196748,79,61.67,96.37,47.61,2.08
mutsamudu,,,,,,,,
qui nhon,100,VN,1595196748,86,13.77,109.23,77.85,3.15
ayan,100,RU,1595196748,98,56.45,138.17,54.27,2.84
poum,32,NC,1595196601,66,-20.23,164.02,71.4,11.79
oistins,20,BB,1595196452,62,13.07,-59.53,86,13.87
sharjah,21,AE,1595196749,41,25.36,55.4,100.4,6.93
lundazi,2,ZM,1595196749,69,-12.29,33.18,51.93,6.51
constitucion,87,CL,1595196608,88,-35.33,-72.42,54.14,9.69
campo maior,72,BR,1595196750,39,-4.83,-42.17,84.6,3.2
tiksi,20,RU,1595196560,64,71.69,128.87,60.64,9.46
achisay,,,,,,,,
loubomo,37,CG,1595196750,86,-4.2,12.67,68.65,6.15
sandpoint,75,US,1595196499,28,48.28,-116.55,86,5.82
sabang,99,ID,1595196751,75,5.89,95.32,83.07,6.93
fayaoue,1,NC,1595196751,66,-20.65,166.53,71.15,7.9
klyuchi,8,RU,1595196751,84,52.27,79.17,63.9,6.44
pangai,75,TO,1595196752,100,-19.8,-174.35,68,12.75
sola,90,VU,1595196752,78,-13.88,167.55,78.8,6.93
benha,,,,,,,,
roebourne,0,AU,1595196752,69,-20.78,117.13,62.11,11.16
santa rosa,94,PH,1595196752,78,14.31,121.11,80.6,6.93
louisbourg,,,,,,,,
uruzgan,0,AF,1595196753,22,32.83,66,69.13,6.76
kawalu,88,ID,1595196754,92,-7.38,108.21,71.67,0.92
stamsund,,,,,,,,
xiongzhou,100,CN,1595196754,85,25.12,114.3,76.24,3.18
tanabi,0,BR,1595196755,40,-20.63,-49.65,68,6.29
sisimiut,73,GL,1595196755,71,66.94,-53.67,53.91,4.12
okha,99,RU,1595196755,90,53.57,142.95,54.97,9.78
todos santos,4,MX,1595196755,70,23.45,-110.22,82.99,5.99
buqayq,,,,,,,,
kieta,0,PG,1595196756,71,-6.22,155.63,81.66,3.96
bredasdorp,1,ZA,1595196580,93,-34.53,20.04,55.4,1.03
guerrero negro,4,MX,1595196616,59,27.98,-114.06,78.73,17.07
magalia,5,US,1595196757,32,39.81,-121.58,99,11.41
srednekolymsk,0,RU,1595196630,43,67.45,153.68,72.95,12.12
sorland,61,NO,1595196757,86,67.67,12.69,55.13,12.59
little current,1,CA,1595196757,69,45.98,-81.92,78.8,11.41
marshall,1,US,1595196623,58,34.38,-86.33,86,5.82
vikhorevka,2,RU,1595196758,87,56.12,101.16,48.2,2.24
fort nelson,20,CA,1595196678,40,58.81,-122.7,73.4,16.11
ahipara,71,NZ,1595196438,83,-35.17,173.17,60.66,5.99
mahanoro,52,MG,1595196758,82,-19.9,48.8,63.25,6.93
weligama,86,LK,1595196758,88,5.97,80.42,78.19,8.28
andradina,0,BR,1595196759,43,-20.9,-51.38,71.47,7.43
inhambane,34,MZ,1595196759,85,-23.86,35.38,65.73,9.19
berlevag,75,NO,1595196759,93,70.86,29.09,55.4,5.82
sao felix do xingu,12,BR,1595196759,47,-6.64,-51.99,79.05,2.95
abu jubayhah,,,,,,,,
majene,68,ID,1595196760,87,-3.54,118.97,77.32,13.8
pitsunda,0,GE,1595196760,94,43.16,40.34,73.4,0.76
sebinkarahisar,0,TR,1595196760,62,40.29,38.42,65.5,1.45
lavrentiya,59,RU,1595196578,58,65.58,-171,51.13,12.73
nanganga,3,TZ,1595196761,75,-10.38,39.15,64.81,6.15
yegros,72,PY,1595196761,62,-26.45,-56.4,73.02,9.08
shakiso,58,ET,1595196761,86,5.75,38.92,56.64,2.1
